520,1.0
124,1.0
123,1.0
521,1.0
519,1.0
134,1.0
517,1.0
524,1.0
522,1.0
516,1.0
138,1.0
128,1.0
122,1.0
130,1.0
125,1.0
526,1.0
514,1.0
135,1.0
513,1.0
518,1.0
117,1.0
508,1.0
132,1.0
507,1.0
119,1.0
116,1.0
527,1.0
525,1.0
140,1.0
127,1.0
509,1.0
120,1.0
118,1.0
129,1.0
141,1.0
142,1.0
529,1.0
121,1.0
530,1.0
139,1.0
133,1.0
136,1.0
523,1.0
131,1.0
511,1.0
515,1.0
147,1.0
512,1.0
491,1.0
145,1.0
126,1.0
112,1.0
146,1.0
497,1.0
148,1.0
151,1.0
502,1.0
505,1.0
137,1.0
531,1.0
143,1.0
496,1.0
503,1.0
114,1.0
144,1.0
501,1.0
113,1.0
115,1.0
500,1.0
506,1.0
510,1.0
532,1.0
498,1.0
528,1.0
490,1.0
494,1.0
111,1.0
150,1.0
492,1.0
533,1.0
495,1.0
152,1.0
504,1.0
154,1.0
153,1.0
149,1.0
109,1.0
534,1.0
499,1.0
539,1.0
489,1.0
538,1.0
537,1.0
157,1.0
535,1.0
167,1.0
536,1.0
164,1.0
484,1.0
156,1.0
493,1.0
155,1.0
159,1.0
110,1.0
169,1.0
170,1.0
163,1.0
107,1.0
479,1.0
485,1.0
487,1.0
171,1.0
108,1.0
544,1.0
488,1.0
541,1.0
542,1.0
177,1.0
543,1.0
481,1.0
106,1.0
168,1.0
166,1.0
158,1.0
474,1.0
540,1.0
478,1.0
486,1.0
173,1.0
105,1.0
191,1.0
178,1.0
476,1.0
480,1.0
483,1.0
185,1.0
182,1.0
174,1.0
181,1.0
482,1.0
160,1.0
444,1.0
473,1.0
172,1.0
475,1.0
184,1.0
183,1.0
438,1.0
176,1.0
472,1.0
193,1.0
477,1.0
470,1.0
161,1.0
545,1.0
471,1.0
175,1.0
192,1.0
189,1.0
439,1.0
179,1.0
188,1.0
466,1.0
451,1.0
180,1.0
208,1.0
437,1.0
440,1.0
445,1.0
162,1.0
433,1.0
186,1.0
442,1.0
190,1.0
449,1.0
453,1.0
187,1.0
441,1.0
214,1.0
212,1.0
468,1.0
443,1.0
435,1.0
216,1.0
204,1.0
206,1.0
219,1.0
194,1.0
446,1.0
465,1.0
210,1.0
207,1.0
213,1.0
218,1.0
432,1.0
448,1.0
434,1.0
467,1.0
243,1.0
463,1.0
469,1.0
